id,latitude,longitude,country,country_code
1700882,46.1043985,-80.62266455,Canada,ca
426075,46.7307411,-117.1627692,United States,us
157364,37.7629061167,-122.4348628833,United States,us
5450899,36.104491114,-115.17439539,United States,us
889502,26.6754495333,-80.045529,United States,us
9221,30.2675137962,-97.741265595,United States,us
91033,59.3353399278,18.0621886253,Sverige,se
516436,50.1008862044,8.5276222229,Deutschland,de
841222,37.4269108667,-122.1457270333,United States,us
859851,26.584639,-80.0381712667,United States,us
4524304,35.1672859,136.9445951,日本,jp
30436,35.5647251785,-97.4993062019,United States,us
260566,38.8936151,-77.4274080833,United States,us
181902,47.6120870493,7.6596057415,Deutschland,de
269884,37.5187715667,-122.2753553667,United States,us
119727,29.9262223333,-95.5953924,United States,us
815371,29.95104438,40.1860637,السعودية,sa
1365747,25.7041860941,-80.2881610394,United States,us
1073844,45.8109662167,15.9765325,Hrvatska,hr
13995,35.0475651304,-106.6167783737,United States,us
110760,33.8801474167,-84.4627433833,United States,us
462042,40.9703085901,-73.806068733,United States,us
403532,41.86618755,-87.6406676167,United States,us
1122579,43.6655237333,-79.4780292833,Canada,ca
193045,54.0038021167,-1.4375703167,United Kingdom,gb
476035,37.2398217667,-121.8509383333,United States,us
1235361,21.43963861,39.79019457,السعودية,sa
84139,59.3372212202,18.0618461575,Sverige,se
1520966,50.0976034348,14.4978439808,Česko,cz
950706,58.4086197967,15.6271719933,Sverige,se
5256520,13.75923442,100.56565052,ประเทศไทย,th
58882,31.3241909167,-94.7559326,United States,us
11319,47.443414388,-122.3025512695,United States,us
465339,57.77496713,14.2074486,Sverige,se
430673,42.34853982,-71.0826916,United States,us
631712,33.0948197833,-86.8562118,United States,us
414990,21.290603943,-157.8418529034,United States,us
288864,51.9002830537,-0.2078980207,United Kingdom,gb
508751,56.1088937941,10.1623213291,Danmark,dk
263886,45.41728329,12.36897474,Italia,it
852319,47.37533105,8.5261015167,Schweiz/Suisse/Svizzera/Svizra,ch
703257,52.5243746928,13.3693957329,Deutschland,de
216913,43.6460376,-79.3859460333,Canada,ca
1410538,47.6146157778,-122.3430835889,United States,us
1207912,43.3091551,17.00821548,Hrvatska,hr
498293,52.4356719456,4.8167169278,Nederland,nl
174191,40.7809899,-73.9762216333,United States,us
689331,30.265674419,-97.7390956879,United States,us
1401755,3.085695,101.694509,Malaysia,my
15174,29.6499246223,-82.3487091064,United States,us
3439300,-27.583590967,153.0621695,Australia,au
303507,33.07227885,-96.81179803,United States,us
453168,38.8536150529,-77.0552659086,United States,us
163843,58.41040155,15.6271361667,Sverige,se
156029,33.5447513,-117.7826221167,United States,us
611576,41.8191565167,-72.8635961,United States,us
656004,26.3177768702,-80.2022659779,United States,us
1287987,59.498496967,13.3422073,Sverige,se
596843,25.79054522,-80.13776057,United States,us
17726,37.7902095351,-122.4047005177,United States,us
5364141,14.6426148,121.0395783,Philippines,ph
700662,52.0684273931,5.1239097118,Nederland,nl
492599,40.73933809,-73.99473077,United States,us
459175,37.8370128521,-122.2961719003,United States,us
741232,13.8031174833,100.6745288167,ประเทศไทย,th
297418,39.2535087333,-119.92424005,United States,us
693826,39.6655403833,-75.6124781333,United States,us
509090,51.5311917333,-0.1211207833,United Kingdom,gb
1543195,43.75673885,7.4439741,France,fr
3247401,33.627261783,-117.275696933,United States,us
116371,37.5778203663,-122.349114418,United States,us
20539,37.1124195391,-76.4955282211,United States,us
461810,57.71457564,11.99532979,Sverige,se
572382,50.917071104,-1.4160346985,United Kingdom,gb
254768,38.2318292,-85.6418233,United States,us
786844,59.9314523071,10.7107901573,Norge,no
4043009,51.5287173865,-0.0167477131,United Kingdom,gb
339489,32.7194595337,-97.4419403076,United States,us
1594813,29.4234412909,-98.487791419,United States,us
471801,59.3389745251,17.9383969835,Sverige,se
68086,56.0507386333,12.6995118833,Sverige,se
616307,40.7249415148,-111.5453374386,United States,us
178221,40.0291762167,-83.117619,United States,us
549451,32.9228502,-117.1229235,United States,us
38172,-34.9240558798,138.6007475853,Australia,au
99498,21.2859074333,-157.8331836667,United States,us
84206,59.3053410078,18.1218838692,Sverige,se
114881,48.2174171,16.3826354833,Österreich,at
40430,29.7467723833,-95.3921986333,United States,us
168975,40.4853396167,-88.9540455833,United States,us
28886,32.7526497833,-97.3340621667,United States,us
107492,32.780148764,-96.8014812469,United States,us
15103,30.4350256833,-97.7668619,United States,us
106567,29.9747088,-95.6794722333,United States,us
412155,49.3810237697,8.68956979,Deutschland,de
150229,32.71613645,-117.1737098167,United States,us
482181,-37.8124624809,145.2319641931,Australia,au
14661,29.4564378167,-98.69960545,United States,us
9223,30.2668906357,-97.7456858754,United States,us
1427959,13.488231367,144.7863653,United States,us
331356,33.8208726333,-84.4532674167,United States,us
18976,32.8963009667,-96.9576521167,United States,us
870818,35.63525688,-97.60838282,United States,us
724980,35.6880445049,139.7231234795,日本,jp
1552398,33.67210855,-96.61179055,United States,us
1498327,45.27500194,-93.5622043,United States,us
491373,28.0383305086,-80.6651186943,United States,us
89015,56.1601398932,15.5975663966,Sverige,se
354450,41.5386847667,-88.19752195,United States,us
1020194,30.2646924167,-97.7545489833,United States,us
10720,32.8686390803,-96.7736721039,United States,us
1205714,18.4227891654,-66.1622160673,United States,us
115115,51.0517645333,13.7396441333,Deutschland,de
1155237,39.84936685,-104.6738822,United States,us
13847,32.6584086641,-97.3491990566,United States,us
1060461,29.73906713,-95.46699345,United States,us
380539,59.3012761167,18.1096879,Sverige,se
447007,33.8488346945,-84.3636149786,United States,us
1152534,58.8082801057,5.6930851936,Norge,no
479614,29.9987725107,-95.1705479622,United States,us
733948,52.2981170858,4.8663400422,Nederland,nl
14240,33.7561154333,-117.9849457667,United States,us
270644,1.2919642277,103.8446724415,Singapore,sg
1005444,32.7055583726,-97.3884650529,United States,us
127573,30.26042495,-81.5251155333,United States,us
190032,33.0729238544,-97.066971496,United States,us
9066,32.7944177569,-96.8000006676,United States,us
203124,37.7056274414,-121.8743744046,United States,us
1108744,18.3922337136,-65.9757891297,United States,us
92539,21.3084691167,-157.86057895,United States,us
77986,59.3021534358,18.1034839153,Sverige,se
690192,30.3330135167,-97.7055741167,United States,us
30905,30.41858617,-97.74769485,United States,us
1387477,51.560154445,-0.098595797,United Kingdom,gb
13292,31.9744849167,-102.07704305,United States,us
254303,42.0460687309,-87.6791683691,United States,us
1328386,32.974841583,-96.7180109,United States,us
597434,59.5097033,17.9269317,Sverige,se
502491,35.7755661011,-78.6382446289,United States,us
633562,34.1021223,-118.32935237,United States,us
74512,59.858582348,17.6471757889,Sverige,se
449847,52.036699079,8.4931452754,Deutschland,de
44501,33.8531970667,-84.3586635167,United States,us
491463,39.2260532842,-85.912463665,United States,us
31882,37.4319533646,-122.1042019129,United States,us
104429,32.8112464167,-96.8117792,United States,us
1049565,30.4205518167,-97.7042634667,United States,us
32279,41.8772180588,-87.6354162532,United States,us
1419028,38.552297488,-106.93066205,United States,us
411741,43.60389755,1.3334232833,France,fr
711348,34.1500146667,-118.0729643,United States,us
504140,51.4262095167,7.1411767167,Deutschland,de
543141,51.5262136299,-0.0793571159,United Kingdom,gb
940853,29.789827736,-95.3319203854,United States,us
300756,51.1632013321,6.7315506935,Deutschland,de
11888,30.2587428544,-97.7525281906,United States,us
76083,55.5982563711,13.0098724365,Sverige,se
728404,38.9035351666,-77.2621437688,United States,us
48119,39.8913300167,-75.1032143,United States,us
538911,33.9887302733,-118.4730818184,United States,us
274949,35.8225457192,-90.6642222404,United States,us
341280,26.4240363,-81.8127112167,United States,us
68855,21.4540382833,-158.0067439,United States,us
57197,37.7997864667,-122.4093051833,United States,us
9430,30.3073646792,-97.7399325371,United States,us
174832,41.94511775,-87.65499175,United States,us
110177,55.6045903443,13.0095827579,Sverige,se
185775,49.514555,11.4177007667,Deutschland,de
92524,21.3074372558,-157.8590109944,United States,us
45825,30.2344090052,-97.8185802698,United States,us
217920,37.41668373,-122.15223771,United States,us
27484,50.82810032,-0.1350331306,United Kingdom,gb
491597,37.5668470333,-122.3263712,United States,us
296130,50.927952017,5.3345167637,België / Belgique / Belgien,be
621512,37.7171994167,-97.4091689333,United States,us
947826,43.65739255,-116.2904402333,United States,us
130689,51.3452902842,12.3813772202,Deutschland,de
649508,48.22664835,16.3115317833,Österreich,at
45167,44.9369774253,-93.3469891548,United States,us
1096719,37.2955020667,-121.92793065,United States,us
90435,21.3012374431,-157.8627285361,United States,us
86624,42.3641514833,-71.0539950333,United States,us
1064344,30.1723538472,-95.4732835293,United States,us
430520,33.5796996469,-85.0754910707,United States,us
348334,33.5323012667,-117.7757670833,United States,us
1958969,45.5255949497,-122.6615595818,United States,us
1398731,23.25070045,-106.454778213,México,mx
16270,32.0789759,-81.0870356667,United States,us
1275264,32.78782435,35.543452467,ישראל,il
1439804,42.656264633,18.07550445,Hrvatska,hr
775445,40.1860905609,-8.4181076288,Portugal,pt
12595,32.751272309,-97.3309519887,United States,us
74677,50.8261790406,-0.1380157471,United Kingdom,gb
559727,55.7039118079,12.5771248341,Danmark,dk
1184599,35.0346939667,-116.4707141833,United States,us
235503,37.75593445,-122.4210179,United States,us
23372,36.0848987512,-115.1490783691,United States,us
1054086,28.9325273037,-81.9341897964,United States,us
367090,34.0952124801,-118.2832921922,United States,us
1595143,59.2768514156,18.0452692509,Sverige,se
21676,32.6028288167,-96.9341773167,United States,us
432879,37.5947922167,-122.3860681,United States,us
1420305,51.1982132341,6.6928383708,Deutschland,de
883803,55.7044252921,13.1878890925,Sverige,se
4289157,30.2608256186,-97.7382400632,United States,us
277504,14.5535948271,121.0229551792,Philippines,ph
73419,42.3882450877,-71.1196383834,United States,us
130942,59.8589109738,17.6413822174,Sverige,se
46141,47.3742836445,8.5373318195,Schweiz/Suisse/Svizzera/Svizra,ch
1017572,59.2702612826,15.2173841,Sverige,se
195657,34.03800344,-118.03720527,United States,us
951470,51.7497360706,-0.47272861,United Kingdom,gb
624406,34.1924252333,-79.8084763667,United States,us
456784,30.2970642009,-97.7188611031,United States,us
116703,36.1503989536,-86.7910996016,United States,us
5852769,41.551326817,-87.270822017,United States,us
17695,30.2845768833,-97.7346977,United States,us
535864,32.8873465,-80.03938823,United States,us
83943,59.3048809643,18.1303811073,Sverige,se
945855,59.2776582,11.09576795,Norge,no
691079,51.4199915,-0.2045743,United Kingdom,gb
33671,35.4637197302,-97.5099277496,United States,us
1150186,37.3320149333,-121.91368375,United States,us
5637900,36.011777627,-114.739564546,United States,us
1238105,42.50757495,-83.047535867,United States,us
74576,55.9101531167,13.1027425333,Sverige,se
9931,37.5039446333,-122.48586415,United States,us
124055,34.1656405667,-118.3252172833,United States,us
503223,55.6106990835,12.9996585846,Sverige,se
847817,41.8152448,-72.85931375,United States,us
184678,47.3631503667,8.5170159167,Schweiz/Suisse/Svizzera/Svizra,ch
568532,47.6829451667,-122.3768767,United States,us
83072,42.367081792,-71.0165154934,United States,us
78131,30.2561655333,-81.5830376,United States,us
1056236,38.6624508167,-94.3655377333,United States,us
775925,42.3576814893,-71.0606926769,United States,us
407140,48.1361302167,11.5796869667,Deutschland,de
446711,33.4864083,-82.0777995667,United States,us
29786,30.4237116468,-97.7020812035,United States,us
609354,51.2072715167,8.6924596333,Deutschland,de
1401934,57.67162325,11.914474717,Sverige,se
99005,30.26353985,-97.7622253,United States,us
27119,37.7057939667,-122.4692198833,United States,us
26921,35.9780928667,-78.5098799,United States,us
65191,35.6101839167,-97.5683693167,United States,us
16000,37.785102377,-122.4004902459,United States,us
31707,27.9809387382,-82.5346934795,United States,us
9518,34.0175879,-118.4870553,United States,us
1441416,32.77569806,-96.80872601,United States,us
515884,59.5132706,17.8833167833,Sverige,se
78833,45.5241530554,-122.6764190197,United States,us
1098140,52.6077770754,1.727309667,United Kingdom,gb
88000,37.39037755,-122.08228355,United States,us
404505,31.0797131333,-97.72388025,United States,us
235394,37.7778425333,-122.3960274667,United States,us
10868,32.7117598,-117.15646505,United States,us
11667,32.78478025,-96.7830061833,United States,us
180439,-6.1262177664,106.655960083,Indonesia,id
469324,44.85474848,-93.24243175,United States,us
719714,33.1574572674,129.7364759445,日本,jp
694118,39.7774908833,-75.5957411167,United States,us
74741,33.1328704531,-97.0435881615,United States,us
265318,32.9366695667,-97.0114766833,United States,us
89252,59.2988231446,18.0804920197,Sverige,se
189960,48.7792663571,9.1285476685,Deutschland,de
224755,51.355420165,6.6424396634,Deutschland,de
50118,38.8956589622,-77.0367819071,United States,us
3696220,57.7073342653,11.9401431084,Sverige,se
150583,47.5738694012,-122.1734404564,United States,us
29020,29.7518672333,-95.3730811167,United States,us
66544,33.1255719833,-117.1144337333,United States,us
499362,38.8974020833,-77.0315888167,United States,us
255046,47.7879815106,-122.3096323013,United States,us
584750,41.8865145909,-87.6325636537,United States,us
1179734,41.8958691614,-87.6341663868,United States,us
219491,51.4893742285,-0.1901855102,United Kingdom,gb
1317432,60.1929347316,12.000836134,Norge,no
108181,40.0550320654,-82.8958582878,United States,us
183534,30.3344031667,-97.7404162167,United States,us
320692,33.77655995,-117.86559825,United States,us
5384168,32.781090984,-96.758512923,United States,us
559098,38.9499579833,-119.94780715,United States,us
545954,52.0254993653,8.5309399484,Deutschland,de
235457,41.8911125992,-87.6188957691,United States,us
99521,29.6089585,-98.59457775,United States,us
1038430,62.33923075,17.4325188,Sverige,se
1212021,54.4055521488,10.1298236847,Deutschland,de
1017056,21.52678924,39.15548312,السعودية,sa
374426,39.03375822,-77.05007088,United States,us
3587608,59.8917571644,10.8800375462,Norge,no
157360,32.8599697549,-117.2200655937,United States,us
1333731,37.687090717,-122.128738583,United States,us
435628,50.8548821475,4.3509368896,België / Belgique / Belgien,be
108370,50.9405553383,6.9398403168,Deutschland,de
985457,47.3867716833,-122.2969289167,United States,us
65048,39.7475859255,-104.9428761005,United States,us
922742,51.5509724103,-0.1104054658,United Kingdom,gb
58981,40.051697856,-82.9163503647,United States,us
287324,40.0330289333,-86.15749805,United States,us
191586,33.4439398056,-117.5861120224,United States,us
10678,32.7491676132,-97.3630285263,United States,us
658647,27.5068440228,-82.7148735523,United States,us
56620,37.8082412466,-122.2685408592,United States,us
957035,-33.8719210157,151.1728298664,Australia,au
529683,35.4694432147,-97.5069022179,United States,us
74479,59.3426276371,18.0291116238,Sverige,se
93252,59.8772226895,17.6736974716,Sverige,se
413510,30.28466575,-97.73988395,United States,us
1121134,36.0769492167,-115.1005856833,United States,us
4415130,24.56633138,46.66762357,السعودية,sa
237536,51.0836779333,3.4883909333,België / Belgique / Belgien,be
250708,53.34199398,10.02493858,Deutschland,de
455564,51.05011892,3.72237771,België / Belgique / Belgien,be
1435971,34.1606193781,-81.2528336048,United States,us
3746321,-2.996150565,35.352080555,Tanzania,tz
3790490,35.9066668155,139.6257430315,日本,jp
63805,21.3169826066,-157.8703379631,United States,us
283009,32.8433482333,-97.1870279167,United States,us
382214,33.6282043667,-117.7271863833,United States,us
34314,37.4252568174,-122.1455227215,United States,us
653528,59.90656195,10.7686243667,Norge,no
376745,47.8239968429,-122.2695922852,United States,us
147900,38.5277727496,-89.1361999512,United States,us
655196,39.07216245,-84.3458874167,United States,us
174780,47.612658438,-122.3344910145,United States,us
413225,30.5109415667,-97.7117377833,United States,us
371577,-33.8875174936,151.1255586147,Australia,au
248929,40.0053880513,-105.270652771,United States,us
221791,3.1179870045,101.5943956375,Malaysia,my
69283,59.3345957494,18.0754709244,Sverige,se
1050290,33.8162119,-117.92436855,United States,us
98386,51.4679709826,-0.0861740112,United Kingdom,gb
447662,40.8049578555,-73.9548432827,United States,us
245610,54.5976645905,-5.9242916107,United Kingdom,gb
126879,21.3360414658,-158.0674481392,United States,us
12965,33.1503343579,-96.8346333504,United States,us
157872,32.74946022,-97.78193968,United States,us
503879,40.7428463167,-73.9998225667,United States,us
172510,21.3272148667,-157.8857063667,United States,us
1111377,35.6528250875,-97.4427188132,United States,us
1412464,49.281671925,-123.127024007,Canada,ca
64571,45.5275467495,-122.6691770554,United States,us
105950,56.1180812833,13.8256149333,Sverige,se
32074,37.7814657086,-122.3987731615,United States,us
332504,47.3622939836,8.5167056322,Schweiz/Suisse/Svizzera/Svizra,ch
3018259,34.1017717123,-118.3325117826,United States,us
360627,42.6115144249,-71.3219118118,United States,us
96142,59.8569176199,17.6380562782,Sverige,se
90462,43.6627102854,-84.2469241807,United States,us
161830,37.4048048258,-122.0250338316,United States,us
918213,37.3236441937,-121.9457829991,United States,us
642589,59.3228066667,18.0749255833,Sverige,se
23829,51.5283769781,-0.1335203648,United Kingdom,gb
3148277,30.2384392,-97.90516365,United States,us
643848,36.0906210444,-115.1790010929,United States,us
815349,35.6469916463,139.7096157074,日本,jp
48620,43.1550113081,-77.6189339161,United States,us
247818,40.76740282,-73.96422392,United States,us
456230,32.3957557,-95.2695806667,United States,us
1212801,50.9232934,6.924046883,Deutschland,de
45094,52.0699793167,5.1780711333,Nederland,nl
75434,37.639732,-122.3971920333,United States,us
120031,37.7904595333,-122.4211558833,United States,us
212224,56.0355757167,14.15938705,Sverige,se
39362,47.599077542,-122.3330909993,United States,us
1187273,38.2527762678,-85.7569929591,United States,us
422005,37.0921161833,-94.4751791833,United States,us
10259,32.8974616458,-97.040348053,United States,us
671245,30.2642937052,-97.7391171455,United States,us
22535,30.2798881558,-97.7198159695,United States,us
1433027,38.934547808,-94.638870484,United States,us
360369,32.63738209,-97.37252408,United States,us
323765,44.9484662825,-93.3442920034,United States,us
1251379,49.2260406,-122.998971083,Canada,ca
169867,44.9697480762,-93.2460541867,United States,us
165768,41.9759716333,-87.90606665,United States,us
450142,48.1889038992,16.3522879217,Österreich,at
978046,37.5643571333,-122.3222602833,United States,us
920046,49.4810491161,8.5029351711,Deutschland,de
13626,37.7638614167,-122.2431564167,United States,us
60284,42.1336660834,-87.758971761,United States,us
199485,32.9525288833,-96.6628809,United States,us
1041042,59.40290725,17.64707058,Sverige,se
83447,41.809904117,-72.8324460983,United States,us
23351,39.0424348333,-94.5919301833,United States,us
373191,46.96417033,7.47604852,Schweiz/Suisse/Svizzera/Svizra,ch
396361,39.35753245,-74.4256873833,United States,us
836785,51.92357805,4.4757451333,Nederland,nl
23161,32.8115827,-96.7746293833,United States,us
417784,41.160579252,-8.6281406879,Portugal,pt
11794,40.705823135,-73.9966964722,United States,us
1588009,59.3608400704,18.1583511829,Sverige,se
279069,50.5465958728,-3.4934616251,United Kingdom,gb
430089,32.72878175,-97.3588263167,United States,us
813428,45.10540695,-93.45294918,United States,us
199415,30.3557587231,-97.7350616455,United States,us
794251,34.14608035,-118.1504806333,United States,us
1374478,45.669507624,-120.834624738,United States,us
1372754,58.375485117,15.7130582,Sverige,se
217491,50.9075252228,4.4152486324,België / Belgique / Belgien,be
493702,59.3502993167,18.06746015,Sverige,se
761752,-26.0628947333,27.9700999,South Africa,za
428349,45.3024396333,-122.7643436,United States,us
733844,33.1711445639,129.7216486931,日本,jp
835382,59.2372688833,18.1110738167,Sverige,se
218933,32.7527331486,-97.3326677462,United States,us
83738,24.6762995501,46.6764825583,السعودية,sa
373627,59.3231738494,18.074837923,Sverige,se
346343,37.3881234528,-121.8876634261,United States,us
116129,30.26961259,-97.7424001694,United States,us
153505,30.2811204101,-97.7452111244,United States,us
1133510,54.3451922,10.13331285,Deutschland,de
242319,36.0674258395,-115.1742053032,United States,us
30432,47.3781778812,8.5394239426,Schweiz/Suisse/Svizzera/Svizra,ch
345525,32.8837009167,-96.76200545,United States,us
578233,52.250446171,21.0095179081,Poland,pl
14634,32.9197005975,-97.0854091644,United States,us
1352983,35.7579706705,140.013692379,日本,jp
35658,41.9526020167,-87.6476191167,United States,us
26780,33.21362005,-97.1300748,United States,us
893939,32.7995813,-96.80325915,United States,us
1241223,34.092587117,-118.2802393,United States,us
20548,26.1216377833,-80.3305446,United States,us
626147,58.3191919333,15.1190742667,Sverige,se
808676,42.6701157339,-83.0008558116,United States,us
45721,33.55690145,-117.1832640833,United States,us
1760671,52.478582533,-1.893205767,United Kingdom,gb
645394,47.6259614333,-122.3397364167,United States,us
1057165,57.7066856681,11.9698815833,Sverige,se
256336,50.7599850833,7.1656346,Deutschland,de
11735,40.7894950957,-73.9757771059,United States,us
914860,30.30251035,-97.7469650333,United States,us
790565,34.1364897167,-118.3559053833,United States,us
633724,37.7869499686,-122.4098179785,United States,us
528388,34.14079205,-118.1472056333,United States,us
36276,47.649493149,-122.3492069299,United States,us
392728,41.9789059639,-87.9066538811,United States,us
302821,44.9894978206,-93.2513737679,United States,us
33236,37.7842007289,-122.4331321578,United States,us
1568926,32.778131483,-96.75586935,United States,us
45146,51.5351779833,-0.10925225,United Kingdom,gb
179446,32.8965109833,-96.68087,United States,us
25696,51.5009824545,-0.1250016689,United Kingdom,gb
168976,56.15258765,13.77823591,Sverige,se
48213,-34.9392766333,138.5718037833,Australia,au
305643,38.8828381953,-77.0302560253,United States,us
1204989,21.29242076,-157.843190094,United States,us
64718,59.3552792,17.9452872167,Sverige,se
303024,32.89628985,-97.0965578,United States,us
868362,24.77984833,46.67706829,السعودية,sa
588481,30.3277803,-87.1637053,United States,us
75587,39.03269835,-77.5159924,United States,us
847541,39.9972039776,-83.0079325759,United States,us
405791,36.0229984,-115.1753670833,United States,us
1210230,52.491471133,13.394817367,Deutschland,de
290608,41.8915279067,-87.6263844967,United States,us
1213628,26.3662809606,-80.0704729557,United States,us
167144,28.5338427333,-81.207992,United States,us
409620,33.0721384845,-97.0850813444,United States,us
906526,37.3200201988,-121.9479954243,United States,us
328294,34.2504673167,-85.1633729833,United States,us
217522,59.6518289459,17.9301166534,Sverige,se
65996,30.2677037551,-97.7492344379,United States,us
279561,21.57040721,39.12574994,السعودية,sa
413178,35.7124320287,139.7037470341,日本,jp
1847002,49.452517,11.081651,Deutschland,de
1488876,58.1698447466,7.9982024431,Norge,no
1170530,34.8491967667,-82.4040413333,United States,us
175367,45.7394701667,-122.48689365,United States,us
220823,27.9252227444,-82.325502634,United States,us
159308,57.7087328019,11.9741213322,Sverige,se
13576,30.2654149575,-97.745500803,United States,us
568978,51.26566555,0.61609625,United Kingdom,gb
31205,35.0634100231,-80.855700219,United States,us
10863,32.7070090903,-117.157087326,United States,us
63008,32.5466048167,-94.3492626667,United States,us
32441,41.2948331582,2.0789909363,España,es
1590692,49.562217506,8.179138508,Deutschland,de
652777,49.4813656833,11.05488445,Deutschland,de
27532,43.7111314,-79.2790683333,Canada,ca
1586859,32.6030103,-85.487603,United States,us
1581343,60.151914903,-1.138423364,United Kingdom,gb
129874,-33.8906246333,151.27904315,Australia,au
174894,43.0884230833,-87.8873636833,United States,us
18568,30.2695755256,-97.7495133877,United States,us
43684,32.7116246744,-117.1600370728,United States,us
492127,30.2666751927,-97.7454793453,United States,us
326811,33.78157835,-96.6418214,United States,us
472263,32.0809866165,-81.0906785675,United States,us
900880,21.3074472513,-157.8521633148,United States,us
444680,48.7799227,9.1769261,Deutschland,de
60904,37.7848593656,-122.4065029621,United States,us
384774,51.3818792892,6.9390463829,Deutschland,de
30859,42.22528845,-88.2892007,United States,us
344856,32.0048896333,-102.1256325667,United States,us
345833,33.67963515,-117.8881055667,United States,us
90472,21.355364,-157.9294882167,United States,us
178692,38.9917602,-77.0317232667,United States,us
223780,44.8855082588,-93.2802764832,United States,us
938165,55.6035140667,13.00013695,Sverige,se
984813,51.500993,-0.1125212833,United Kingdom,gb
34803,37.7606855167,-122.38806955,United States,us
109951,35.1026525833,-106.6047141667,United States,us
708738,52.00837147,4.35689783,Nederland,nl
170026,40.0319274074,-82.9087221622,United States,us
64332,36.8070015833,-119.7787641833,United States,us
35176,37.39478295,-122.0784453333,United States,us
1105986,30.21327096,-97.82966697,United States,us
571395,51.1623247833,0.8676644167,United Kingdom,gb
246275,45.3334023,-118.0681450333,United States,us
446778,41.8725248264,-87.6289916039,United States,us
422658,20.67592325,-156.4419528333,United States,us
77342,45.2050820349,-93.5512876511,United States,us
745156,32.7401241,-97.4511534333,United States,us
953014,37.7786896,-122.39623895,United States,us
650395,48.8478482927,2.2968564715,France,fr
762511,57.6009790833,12.04887855,Sverige,se
295232,60.6773278167,17.1185435667,Sverige,se
891650,37.65402185,-121.89659678,United States,us
1342989,52.2936022282,4.9301469326,Nederland,nl
839115,48.8575765833,2.3369373833,France,fr
298481,29.6175918579,-82.3723144531,United States,us
4294193,33.8084506989,-117.8773355484,United States,us
502907,40.72706586,-73.98491132,United States,us
39231,50.8234376073,-0.1449036598,United Kingdom,gb
1579044,59.345450257,18.079550597,Sverige,se
449135,35.6533449052,-97.4648982508,United States,us
227415,48.2190113796,16.3808190823,Österreich,at
806382,47.4979400333,11.0998763667,Deutschland,de
551313,46.003414,8.9537809833,Schweiz/Suisse/Svizzera/Svizra,ch
1559683,39.90549832,116.2299177,中国,cn
124155,52.4432461833,13.2939665833,Deutschland,de
1148148,41.6790450167,-86.2496137,United States,us
556908,37.3980324,-122.1081958,United States,us
1428355,43.670559569,-79.448726322,Canada,ca
766421,41.8908969577,-87.6280152798,United States,us
391862,35.7276754373,139.5758807659,日本,jp
146748,59.51476184,17.926286459,Sverige,se
904616,30.2642709667,-97.7335345167,United States,us
610428,37.4260947385,-122.1730201548,United States,us
308266,28.3763356653,-81.5212583542,United States,us
2281114,36.118829921,-115.172818869,United States,us
101739,30.2895048882,-97.7415525913,United States,us
718957,33.6159073667,-117.7055743333,United States,us
